key,type,purpose,file,line_start,line_end
"csPageState",local,page_state,"src/js/Grammarly.js",32001,34000
"visibleHighlights",local,text_interaction,"src/js/Grammarly.js",32001,34000
"hasInProductDiscountSpecialOffer",local,promotion,"src/js/Grammarly.js",32001,34000
"capiStartAckMessage",local,connection,"src/js/Grammarly.js",32001,34000
"highlightsLayoutInfo",local,ui_layout,"src/js/Grammarly.js",32001,34000
"alwaysOnAssistantOnOpenData",sessionStorage,assistant,"src/js/Grammarly-gDocs.js",22001,24000
"alwaysOnAssistant",sessionStorage,assistant,"src/js/Grammarly-gDocs.js",22001,24000
"isSidePanelOpen",sessionStorage,ui_state,"src/js/Grammarly-gDocs.js",22001,24000
"sessionStorage",sessionStorage,general_storage,"src/js/Grammarly-gDocs.js",26001,28000
"langDetectCache",sessionStorage,language_detection,"src/js/Grammarly-gDocs.js",30001,32000
"autocorrectEnabled",sessionStorage,feature_settings,"src/js/Grammarly-gDocs.js",30001,32000
"autoApplyEnabled",sessionStorage,feature_settings,"src/js/Grammarly-gDocs.js",30001,32000
"settings",sessionStorage,user_preferences,"src/js/Grammarly-gDocs.js",32001,34000
"preferences",sessionStorage,user_preferences,"src/js/Grammarly-gDocs.js",32001,34000
"iterableTriggerSettings",sessionStorage,marketing,"src/js/Grammarly-gDocs.js",34001,36000
"standWithUkraineBannerPopupWasShown",sessionStorage,banner_tracking,"src/js/Grammarly-gDocs.js",42001,44000
"popupDynamicConfig",sessionStorage,popup_configuration,"src/js/Grammarly-gDocs.js",42001,44000
"gr-oauth-service-state",local,oauth,"src/js/Grammarly-gDocs.js",102001,104000
"gr-oauth-state",local,oauth,"src/js/Grammarly-gDocs.js",102001,104000
"runtime_messaging",session,communication,"src/js/Grammarly.js",56001,58000
"service_worker_communication",session,communication,"src/js/Grammarly.js",56001,58000
"localStorage",local,general_storage,"src/js/Grammarly.js",60001,62000
"sessionStorage",session,general_storage,"src/js/Grammarly.js",92001,94238
"getItem",storage_api,general_storage,"src/js/Grammarly.js",90001,92000
"setItem",storage_api,general_storage,"src/js/Grammarly.js",90001,92000
"removeItem",storage_api,general_storage,"src/js/Grammarly.js",90001,92000
"storage",storage_api,general_storage,"src/js/Grammarly.js",90001,92000
"hideGBSigninPopupTodayTimestamp",local,signin_tracking,"src/js/Grammarly-gDocs.js",40001,42000
"gbSigninPopupCount",local,signin_tracking,"src/js/Grammarly-gDocs.js",40001,42000
"accountMigrationNotificationAppearanceTimestamp",local,account_migration,"src/js/Grammarly-gDocs.js",40001,42000
"billingWithNoPaymentNotificationAppearanceTimestamp",local,billing,"src/js/Grammarly-gDocs.js",40001,42000
"businessUphookPopupSeenCount",local,business_upsell,"src/js/Grammarly-gDocs.js",40001,42000
"dunningMessageLastDismissedTimestamp",local,billing,"src/js/Grammarly-gDocs.js",40001,42000
"isRenewalNotificationDismissed",local,billing,"src/js/Grammarly-gDocs.js",40001,42000
"renewalNotificationAppearanceTimestamp",local,billing,"src/js/Grammarly-gDocs.js",40001,42000
"lifetimeAlertStats",local,usage_analytics,"src/js/Grammarly-gDocs.js",40001,42000
"startedTrackingRecapOn",local,usage_analytics,"src/js/Grammarly-gDocs.js",40001,42000
"showToneDetectorOnboarding",local,onboarding,"src/js/Grammarly-gDocs.js",40001,42000
