channel_name,direction,payload_keys,file,line_start,line_end
"siteToggle",background,site_control,"src/js/Grammarly.js",60001,62000
"update-window-size-gr",content_script,ui_control,"src/js/Grammarly.js",56001,58000
"close-popup-gr",content_script,ui_control,"src/js/Grammarly.js",56001,58000
"bgStarted",telemetry,lifecycle,"src/js/Grammarly.js",62001,64000
"bgPageStarted",telemetry,lifecycle,"src/js/Grammarly.js",62001,64000
"fetchTreatmentsFail",telemetry,error,"src/js/Grammarly.js",62001,64000
"sidePanel",telemetry,ui,"src/js/Grammarly.js",62001,64000
"popup",telemetry,ui,"src/js/Grammarly.js",62001,64000
"checkScript",telemetry,content_script,"src/js/Grammarly.js",62001,64000
"chromeContentScriptLoadError",telemetry,error,"src/js/Grammarly.js",62001,64000
"fetchUserFail",telemetry,error,"src/js/Grammarly.js",62001,64000
"oauthGetAccessToken",telemetry,authentication,"src/js/Grammarly.js",62001,64000
"personalizedInsightsConsent",telemetry,privacy,"src/js/Grammarly.js",62001,64000
"performanceCard",telemetry,performance,"src/js/Grammarly.js",62001,64000
"authAccountChooser",telemetry,authentication,"src/js/Grammarly.js",62001,64000
"onboarding",telemetry,user_flow,"src/js/Grammarly.js",62001,64000
"loginReminder",telemetry,user_flow,"src/js/Grammarly.js",62001,64000
"unhandledException",telemetry,error,"src/js/Grammarly.js",62001,64000
"unhandledRejection",telemetry,error,"src/js/Grammarly.js",62001,64000
"csInitialized",telemetry,lifecycle,"src/js/Grammarly.js",62001,64000
"extensionUpdated",telemetry,lifecycle,"src/js/Grammarly.js",62001,64000
"extensionInstall",telemetry,lifecycle,"src/js/Grammarly.js",62001,64000
"reloadNotification",telemetry,notification,"src/js/Grammarly.js",62001,64000
"frequentCookieChanges",telemetry,privacy,"src/js/Grammarly.js",62001,64000
"gdocs",telemetry,platform,"src/js/Grammarly.js",62001,64000
"canvasGdocs",telemetry,platform,"src/js/Grammarly.js",62001,64000
"autoFix",telemetry,feature,"src/js/Grammarly.js",62001,64000
"autoApply",telemetry,feature,"src/js/Grammarly.js",62001,64000
"knowledgeHub",telemetry,feature,"src/js/Grammarly.js",62001,64000
"citationBuilder",telemetry,feature,"src/js/Grammarly.js",62001,64000
"translateOnboarding",telemetry,feature,"src/js/Grammarly.js",62001,64000
"humanWritingReport",telemetry,feature,"src/js/Grammarly.js",62001,64000
"alwaysAvailableAssistant",telemetry,feature,"src/js/Grammarly.js",62001,64000
"touchTypist",telemetry,feature,"src/js/Grammarly.js",62001,64000
"agents",telemetry,feature,"src/js/Grammarly.js",62001,64000
"autocorrect",telemetry,feature,"src/js/Grammarly.js",62001,64000
"assistant",telemetry,feature,"src/js/Grammarly.js",62001,64000
"sharedAssistant",telemetry,feature,"src/js/Grammarly.js",62001,64000
"proofit",telemetry,feature,"src/js/Grammarly.js",62001,64000
"iterable",telemetry,feature,"src/js/Grammarly.js",62001,64000
"mise",telemetry,feature,"src/js/Grammarly.js",62001,64000
"alerts",telemetry,feature,"src/js/Grammarly.js",62001,64000
"authHooks",telemetry,feature,"src/js/Grammarly.js",62001,64000
"upgradeHooks",telemetry,feature,"src/js/Grammarly.js",62001,64000
"sdui",telemetry,feature,"src/js/Grammarly.js",62001,64000
"debugReports",telemetry,debug,"src/js/Grammarly.js",62001,64000
"dialectSettings",telemetry,settings,"src/js/Grammarly.js",62001,64000
"logout",telemetry,authentication,"src/js/Grammarly.js",62001,64000
"backendManagedStorage",telemetry,storage,"src/js/Grammarly.js",62001,64000
"cookiesAccessibility",telemetry,privacy,"src/js/Grammarly.js",64001,66000
"replacement",telemetry,text_processing,"src/js/Grammarly.js",64001,66000
"gOS",telemetry,platform,"src/js/Grammarly.js",64001,66000
"inkwell",telemetry,platform,"src/js/Grammarly.js",64001,66000
"auth",telemetry,authentication,"src/js/Grammarly.js",64001,66000
"connector",telemetry,integration,"src/js/Grammarly.js",64001,66000
"serviceAvailability",telemetry,monitoring,"src/js/Grammarly.js",64001,66000
"treatments",telemetry,experiments,"src/js/Grammarly.js",64001,66000
"pageIntegrationLifecycle",telemetry,lifecycle,"src/js/Grammarly.js",64001,66000
"interactionToNextPaint",telemetry,performance,"src/js/Grammarly.js",64001,66000
"getTreatment",experiments,configuration,"src/js/Grammarly-gDocs.js",6001,8000
"logTreatment",experiments,analytics,"src/js/Grammarly-gDocs.js",6001,8000
"applicationHeaders",http,configuration,"src/js/Grammarly-gDocs.js",8001,10000
"networkResponse",http,response,"src/js/Grammarly-gDocs.js",8001,10000
"hideGdocsSigninPopupMessage",ui,popup_control,"src/js/Grammarly-gDocs.js",22001,24000
"requestHost",iframe,communication,"src/js/Grammarly-gDocs.js",22001,24000
"showCard",ui,display,"src/js/Grammarly-gDocs.js",22001,24000
"openAssistant",ui,assistant,"src/js/Grammarly-gDocs.js",22001,24000
"closeAssistant",ui,assistant,"src/js/Grammarly-gDocs.js",22001,24000
"pushTextChanges",content_script,text_sync,"src/js/Grammarly-gDocs.js",22001,24000
"selectHighlight",ui,text_interaction,"src/js/Grammarly-gDocs.js",22001,24000
"syncHighlights",ui,text_sync,"src/js/Grammarly-gDocs.js",22001,24000
"getHoveredStateBehavior",ui,interaction,"src/js/Grammarly-gDocs.js",22001,24000
"openSidePanel",ui,side_panel,"src/js/Grammarly-gDocs.js",26001,28000
"setAlwaysOnAssistant",settings,assistant,"src/js/Grammarly-gDocs.js",26001,28000
"isSidePanelOpen",ui,side_panel,"src/js/Grammarly-gDocs.js",26001,28000
"alwaysOnAssistantOnOpenData",settings,assistant,"src/js/Grammarly-gDocs.js",26001,28000
"autocorrectStartSession",autocorrect,session,"src/js/Grammarly-gDocs.js",30001,32000
"autocorrectCheck",autocorrect,checking,"src/js/Grammarly-gDocs.js",30001,32000
"autocorrectOnCorrectionRejected",autocorrect,feedback,"src/js/Grammarly-gDocs.js",30001,32000
"autocorrectOnCorrectionAccepted",autocorrect,feedback,"src/js/Grammarly-gDocs.js",30001,32000
"autocorrectCloseSession",autocorrect,session,"src/js/Grammarly-gDocs.js",30001,32000
"hwrGetEncryptionKey",human_writing_report,encryption,"src/js/Grammarly-gDocs.js",32001,34000
"hwrCreateEncryptionKeys",human_writing_report,encryption,"src/js/Grammarly-gDocs.js",32001,34000
"hwrRetrieveReport",human_writing_report,data,"src/js/Grammarly-gDocs.js",32001,34000
"hwrStoreReport",human_writing_report,data,"src/js/Grammarly-gDocs.js",32001,34000
"hwrDeleteReport",human_writing_report,data,"src/js/Grammarly-gDocs.js",32001,34000
"generateHumanWritingReport",human_writing_report,generation,"src/js/Grammarly-gDocs.js",32001,34000
"getHumanWritingReportSettings",human_writing_report,settings,"src/js/Grammarly-gDocs.js",32001,34000
