key,type,purpose,file,line_start,line_end
environmentState,local,write,/Users/jfri/Downloads/kbfnbcaeplbcioakkpcpgfkobkghlhen/src/js/Grammarly.beautified.js,61000,61500
extensionSettings,local,read,/Users/jfri/Downloads/kbfnbcaeplbcioakkpcpgfkobkghlhen/src/js/Grammarly.beautified.js,61000,61500
extensionSettings,local,write,/Users/jfri/Downloads/kbfnbcaeplbcioakkpcpgfkobkghlhen/src/js/Grammarly.beautified.js,61000,61500
...,sessionStorage,Fallback for debug logs,src/js/Grammarly.beautified.js,65558,65583
gr-oauth-key,local,get/set/remove,/Users/jfri/Downloads/kbfnbcaeplbcioakkpcpgfkobkghlhen/src/js/Grammarly.js,92178,93238
gr-oauth-service-state,local,set,/Users/jfri/Downloads/kbfnbcaeplbcioakkpcpgfkobkghlhen/src/js/Grammarly.js,93241,93341
gr-oauth-state,local,get/set/remove,/Users/jfri/Downloads/kbfnbcaeplbcioakkpcpgfkobkghlhen/src/js/Grammarly.js,93480,93698
GrammarlyEnrollmentToken,managed,get,src/js/Grammarly-gDocs.beautified.js,20001,22000
GrammarlyBlockedClients,managed,get,src/js/Grammarly-gDocs.beautified.js,20001,22000
GrammarlyBlockedDomains,managed,get,src/js/Grammarly-gDocs.beautified.js,20001,22000
GrammarlyConfidentialModeEnabled,managed,get,src/js/Grammarly-gDocs.beautified.js,20001,22000
GrammarlyDlpEnabled,managed,get,src/js/Grammarly-gDocs.beautified.js,20001,22000
GrammarlyExtensionMode,managed,get,src/js/Grammarly-gDocs.beautified.js,20001,22000
page.iterableNextFetchSettings,local,read,src/js/Grammarly-gDocs.beautified.js,42380,42588
user.customSessionTimeoutInfo,local,read,src/js/Grammarly-gDocs.beautified.js,42380,42588
oauth.tokens,local,"get/set/remove","Stores OAuth tokens for the authenticated fetch wrapper.",/Users/jfri/Downloads/kbfnbcaeplbcioakkpcpgfkobkghlhen/src/js/Grammarly-gDocs.js,47001,47088
GrCAPIStorage:*,indexeddb,"get/set/remove/clear","A comprehensive IndexedDB-based storage implementation with features for quota management, data eviction (TTL), and migrations.",/Users/jfri/Downloads/kbfnbcaeplbcioakkpcpgfkobkghlhen/src/js/Grammarly-gDocs.js,47790,47955
gnar_containerId,cookies/local,"get/set","Primary identifier for the Gnar analytics client, stored resiliently across multiple storage types.",/Users/jfri/Downloads/kbfnbcaeplbcioakkpcpgfkobkghlhen/src/js/Grammarly-gDocs.js,49251,49550
gnar_nextPingTimestamp,local,"get/set","Controls the throttling of the Gnar client's periodic 'ping' event.",/Users/jfri/Downloads/kbfnbcaeplbcioakkpcpgfkobkghlhen/src/js/Grammarly-gDocs.js,49251,49550
gnarInternalStorage,local,"get/set","Internal storage for the Gnar client, likely for caching or session data.",/Users/jfri/Downloads/kbfnbcaeplbcioakkpcpgfkobkghlhen/src/js/Grammarly-gDocs.js,49251,49550
(dynamic),session,set,"Backup for client-side logs.",src/js/Grammarly-gDocs.beautified.js,69558,69597
(dynamic),session,get,"Restore client-side logs.",src/js/Grammarly-gDocs.beautified.js,69780,69858
grammarly.{clientId}.tokens,local,get/set/remove,src/js/Grammarly-gDocs.beautified.js,100550,101995
gr-oauth-key,unknown,Stores OAuth tokens,src/js/Grammarly-gDocs.beautified.js,102213,102213
gr-oauth-service-state,unknown,"Stores state related to the token service, like degradation status",src/js/Grammarly-gDocs.beautified.js,102214,102214
gr-oauth-state,unknown,Stores state for the authorization code flow,src/js/Grammarly-gDocs.beautified.js,102215,102215
user,local,User session information,/Users/jfri/Downloads/kbfnbcaeplbcioakkpcpgfkobkghlhen/src/js/Grammarly-popup.beautified.js,18078,18078
extensionSettings,local,Stores all user-configurable settings,/Users/jfri/Downloads/kbfnbcaeplbcioakkpcpgfkobkghlhen/src/js/Grammarly-popup.beautified.js,18078,18078
dynamicConfig,local,"Caches remotely-fetched feature flags and configuration",/Users/jfri/Downloads/kbfnbcaeplbcioakkpcpgfkobkghlhen/src/js/Grammarly-popup.beautified.js,18078,18078
activeTab,local,Information about the currently active browser tab,/Users/jfri/Downloads/kbfnbcaeplbcioakkpcpgfkobkghlhen/src/js/Grammarly-popup.beautified.js,18078,18078
